id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3063490,Double room Baker St-Marylebone,15591938,Angel Oliver,,Westminster,51.527277950582814,-0.16412229080739305,Private room,40,1,29,2015-03-13,3.2,5,258
4772970,Colourful Duplex Flat W9 Canal Side,24821315,Roger,,Kensington and Chelsea,51.522774322175806,-0.20243327957163856,Private room,60,2,0,,,1,365
1708335,Superb 1BR Chelsea South Ken GC3,1432477,Maxime And Fanny,,Kensington and Chelsea,51.49125136166129,-0.18423995549633074,Entire home/apt,119,3,1,2014-06-26,0.1,100,0
1542330,2 Bedroom Chic in Chelsea,6042322,Rodrigo & Kim,,Kensington and Chelsea,51.48489902536183,-0.18798864090541825,Entire home/apt,229,2,67,2015-04-01,3.5,5,247
5092307,Bright & Airy Flat off Portobello,9694491,Emerald,,Kensington and Chelsea,51.517729517155956,-0.20467974504781455,Entire home/apt,97,2,1,2015-02-27,0.8,1,53
4462015,Studio Apartment in Chelsea,23150256,Ines,,Kensington and Chelsea,51.492394033355396,-0.16746783471898125,Entire home/apt,100,1,4,2015-03-09,0.9,1,355
4633514,Cosy 2 bedroom flat in Kensington!,23994379,Christos,,Kensington and Chelsea,51.50392201635738,-0.19359121781448424,Entire home/apt,145,5,6,2015-03-25,3.5,1,172
3558363,Urban Stay Modern City Flat AH9,17911918,James,,City of London,51.51752017021957,-0.07954918644972853,Entire home/apt,169,2,1,2014-12-12,0.3,4,363
3699841,Urban Stay Modern City Flat AC1,17911918,James,,City of London,51.51887510355531,-0.07950813951524027,Entire home/apt,169,2,0,,,4,288
2440257,Leadenhall Market City 2BR APT,7623974,Will,,City of London,51.51195500821453,-0.08376775182255486,Entire home/apt,119,4,3,2015-03-24,0.3,1,0
5188989,"2 bed, Liverpool Street / City Apt",25343840,Sam,,City of London,51.51674184894465,-0.07743763206777658,Entire home/apt,140,4,2,2015-03-14,1.6,1,230
1178933,Barbican in the heart of London,6449676,Doreen,,City of London,51.52081075396525,-0.09484843886368137,Entire home/apt,96,3,7,2015-03-15,0.4,1,250
1876054,Authentic home in the City- London,995624,Mark,,City of London,51.5198182582676,-0.09900184791867381,Entire home/apt,185,1,44,2015-02-23,2.6,7,218
5157654,Spacious Double Room with Ensuite,10511615,Kian,,City of London,51.51917760254661,-0.10299778168416991,Private room,96,2,1,2015-02-19,0.6,3,316
405933,Fabulous Double - Ensuite Bathroom,2023119,Hilary,,Westminster,51.51915272015568,-0.15571921098674749,Private room,130,1,35,2014-11-30,1.1,2,291
4865910,2 BD FLAT IN CENTRAL LONDON,24971099,Clemence & David,,Westminster,51.52220341825852,-0.15052606909966657,Entire home/apt,135,1,0,,,1,82
761273,STYLISH DESIGNER APARTMENT ,3636203,Helen,,Westminster,51.526635951152905,-0.18736763073409005,Entire home/apt,140,1,52,2015-03-15,1.8,4,363
2984278,Budget 1 bedroom flat in Covent Gdn,9066630,Toby,,Westminster,51.51366088044023,-0.12457130902976045,Entire home/apt,110,4,10,2015-02-25,0.9,16,242
4179963,Design studio in Marylebone,7113637,Albane,,Westminster,51.520123397426424,-0.15325324957504693,Entire home/apt,90,13,2,2014-12-16,0.4,1,170
4713499,Curzon Street 3-Bedroom Apartment,3409736,Niels,,Westminster,51.50561432622496,-0.1476516296532711,Entire home/apt,471,2,4,2015-03-24,1.3,33,302
3932971,1 BR - Marble Arch / Edgware Road,18582406,Elizabeth,,Westminster,51.51619864092435,-0.1623055347236309,Entire home/apt,140,3,1,2015-03-27,1,32,254
5357819,Amazing 4 bd Hyde Park Flat,17546105,Farid,,Westminster,51.51108709419738,-0.1830319174854499,Entire home/apt,325,3,1,2015-03-28,1,4,359
89459,CENTRAL & QUIET PIMLICO GARDEN FLAT,487026,Alex,,Westminster,51.49161498200493,-0.14397021153054443,Entire home/apt,180,5,42,2015-01-18,0.9,1,282
5840842,Modern and sunny London flat,12805766,Anniek,,Westminster,51.506769266527364,-0.1267278796246992,Private room,95,2,0,,,1,87
3944310,Double Room - AMAZING Ldn Location!,6694180,Tom,,Westminster,51.520419280482244,-0.1532784696642074,Private room,120,1,0,,,1,264
3472796,2 bedroom flat in Bayswater,15715041,Warda,,Westminster,51.51214524774015,-0.18886086799349677,Entire home/apt,114,1,12,2015-03-15,1.4,3,329
5055172,Central London Family Apartment (1),25989144,Amanda,,Westminster,51.51947956828077,-0.138477508541784,Entire home/apt,300,1,0,,,27,359
4257453,Room in a fun home - Central London,5164432,Benjamin,,Westminster,51.51728122377735,-0.1698726590773895,Private room,45,1,24,2015-03-22,4.0,1,105
4628992,Spacious double bedroom  St John's ,20675913,Salomé,,Westminster,51.53118844227279,-0.18191773845734388,Private room,60,1,3,2015-03-29,0.9,1,365
5261646,Studio Bayswater / Notting Hill,18582406,Elizabeth,,Westminster,51.510864049320986,-0.19071917230632068,Entire home/apt,60,21,1,2015-03-14,1,32,345
1063271,2 Bedroom flat in Regents Park,5852629,Ashkan,,Westminster,51.53397775779713,-0.16587654444767794,Entire home/apt,110,2,22,2014-12-25,0.9,2,6
1879643,Luxury in Little Venice Paddington ,9786697,Jeff,,Westminster,51.52543030256272,-0.18942912709174264,Entire home/apt,380,3,10,2014-08-13,0.6,9,365
3904260,The amazing two bedroom apartment 4,1482187,Jammie,,Westminster,51.51628170567531,-0.18132984094598786,Entire home/apt,200,1,9,2015-02-22,1.4,7,333
3539647,Central London - Hyde Park ,17818838,Emma,,Westminster,51.515952110269886,-0.17307384075991242,Private room,70,2,11,2015-03-16,1.9,1,111
3220224,CENTRAL LONDON.  MARYLEBONE VILLAGE,16279851,Adam,,Westminster,51.52063863557477,-0.14946916073997887,Entire home/apt,225,4,12,2015-03-29,1.8,1,278
5084648,Double Room A Maida Vale flat share,18582406,Elizabeth,,Westminster,51.52581514675291,-0.19467517056280428,Private room,45,3,1,2015-03-23,1,32,347
4307869,The Stunning 2 bedroom Apartment 3 ,1482187,Jammie,,Westminster,51.516232071422316,-0.18677645556401204,Entire home/apt,150,2,4,2015-02-22,1.1,7,339
5771432,Dorm for EveryOne ( No Mixed Room),29941586,Dong,,Westminster,51.491590383173246,-0.1388728476602588,Shared room,22,1,0,,,1,360
3892815,Private room  in virbant SoHo!,2505032,Roby D,,Westminster,51.511478219915894,-0.13537283101693207,Private room,121,4,0,,,1,207
3929557,NEW 5* Exclusive House in Hyde Park,2078886,Simon,,Westminster,51.50230838365249,-0.15900050691961756,Entire home/apt,250,1,35,2015-03-07,5.6,1,279
2047951,"Central ,Modern,Spacious Whole Flat",10498610,Alex,,Westminster,51.52560036323232,-0.16605708545751222,Entire home/apt,95,1,9,2015-03-16,0.8,1,31
5177529,Room Big Ben + Breakfast -Hostel,18348359,Mirian,,Southwark,51.49180072775625,-0.10054992644536678,Shared room,21,1,10,2015-04-02,5.2,11,351
5528136,Luxurious central private room,16526590,Paloma,,Westminster,51.485863968744525,-0.1349307243537748,Private room,55,14,0,,,1,365
5255385,Modern Flat in Marble Arch LGF (3),25989144,Amanda,,Westminster,51.518154851359874,-0.1656078101727156,Entire home/apt,230,2,0,,,27,347
4179741,Large room in Central London,21000375,Kiddy,,Westminster,51.52753462138517,-0.17410239745066985,Private room,45,2,2,2015-02-15,0.4,4,9
169292,Lovely London Flat in City Center!,806678,Kelly,,Westminster,51.51519923162175,-0.17908683617115292,Entire home/apt,173,4,23,2015-01-03,0.5,1,108
1311216,Private room - Central London,7105808,Caroline,,Westminster,51.4878656232608,-0.1470516416061696,Private room,60,1,54,2015-01-17,2.5,3,361
4712730,Curzon Street 2-Bedroom Apartment,3409736,Niels,,Westminster,51.507326535953275,-0.1461343388946887,Entire home/apt,305,2,2,2015-02-27,1.1,33,292
5563740,Curzon Street 3-Bedroom Apt.,3409736,Niels,,Westminster,51.50647992525819,-0.14574903384279042,Entire home/apt,471,2,1,2015-03-18,1,33,341
5712639,"Double bedroom in Fitzrovia, W1.",9102302,Ben,,Westminster,51.51915247211541,-0.13964256479943288,Private room,75,1,0,,,1,56
4743225,amazingly central London Room!,355167,Masherie,,Wandsworth,51.48058655190408,-0.13106915181305592,Private room,58,1,0,,,1,318
5555676,Brand new apartment near Oxford St ,4086714,Jessica,,Westminster,51.51661455012375,-0.1615155873989568,Entire home/apt,180,3,0,,,2,321
1072836,Penthouse with views to Hyde park,5901422,Markus,,Westminster,51.512214705373204,-0.17628911732067593,Private room,99,1,3,2014-12-19,0.2,1,93
458614,Stylish Apartment In Central London,2280455,Manya,,Westminster,51.518965543215195,-0.14685780144465008,Entire home/apt,300,1,7,2015-01-04,0.3,1,365
4799287,Great flat near Big Ben-Westminster,2597973,Juan,,Westminster,51.492094151822336,-0.1290001807561187,Entire home/apt,105,2,0,,,1,321
335833,Apartment to Rent in Notting Hill,1707033,David,,Westminster,51.5145713140209,-0.19312397853179974,Entire home/apt,85,6,15,2015-01-31,0.4,1,329
1469968,LARGE SUNNY ENSUITES CENTRAL LONDON,7796407,Maria,,Westminster,51.52393477662108,-0.16006760485177512,Private room,160,1,3,2014-10-20,0.3,2,365
3896214,Large 1 Bed Flat - Central London,15825355,Jeremie,,Westminster,51.52144075272553,-0.17101343456085047,Entire home/apt,80,2,5,2015-03-16,0.8,1,205
2587113,Modern Classic 2 Bed G/F in Pimlico,12041171,Rodney,,Westminster,51.491336889226474,-0.14575134426247577,Entire home/apt,160,3,30,2015-04-04,2.6,3,105
5488445,Upmarket Mayfair Apartment,28445649,Fraser,,Westminster,51.51244570240123,-0.14340545251308776,Entire home/apt,280,2,0,,,12,251
1008727,(SH01) Flat in Piccadilly/Soho,1839548,Giovanni,,Westminster,51.51373093493858,-0.1342500985967797,Entire home/apt,130,1,33,2015-03-13,1.4,24,302
3451686,Awesome penthouse with private lift,467634,Adil,,Westminster,51.48617375811069,-0.13415968509662743,Entire home/apt,230,1,3,2015-03-16,0.4,2,310
5501579,Double bedroom with private garden,1357469,Michal,,Westminster,51.519546099972764,-0.20046899873085877,Private room,50,1,3,2015-03-29,3,1,191
4196996,Cosy 2BD flat in Notting Hill,21772901,Jessica,,Westminster,51.51658273961102,-0.19663007083167977,Entire home/apt,160,2,16,2015-03-31,3.1,1,237
4206679,Near Oxford Circus-very small room,6210432,Giuseppe,,Westminster,51.519255047189944,-0.14188740674897812,Private room,68,2,11,2015-03-01,1.8,2,261
4716984,Lovely 2 bedroom apartment in W2,8572000,Irina,,Westminster,51.51599616787766,-0.18907355281700636,Entire home/apt,225,7,0,,,7,365
4862930,Prime location near BigBen Victoria,14942463,Wannie,,Westminster,51.49815127543619,-0.1334006794952963,Entire home/apt,129,2,0,,,2,47
3932571,1 BR - Victoria / Pimlico SF,18582406,Elizabeth,,Westminster,51.491609478539026,-0.13930837017015105,Entire home/apt,90,3,7,2015-03-23,1.1,32,270
4492797,Awesome DuplexTerrace in Marylebone,961947,Alexandre,,Westminster,51.517633522803216,-0.1511002374739215,Entire home/apt,241,4,0,,,1,129
4658309,Luxurious Little Venice bedroom,24107587,John,,Westminster,51.52409767561865,-0.18082743929532052,Private room,89,2,1,2014-12-15,0.3,1,102
4229953,3BR 3 Bath Little Venice + Terrace ,9786697,Jeff,,Westminster,51.52738721276309,-0.1966225575938367,Entire home/apt,280,2,2,2014-12-29,0.4,9,330
5111700,Lovely flat in the heart of London,26412229,Karolina,,Westminster,51.516244831229756,-0.17797111277298724,Entire home/apt,115,2,0,,,1,59
4213019,"Central London, great 3 floor house",20820446,Anil,,Westminster,51.52964348982061,-0.18676780910480015,Private room,120,1,0,,,1,365
4758269,"1 BR - Montague, Baker Street",18582406,Elizabeth,,Westminster,51.52001992498104,-0.1612294453852351,Entire home/apt,140,3,0,,,32,305
942168,(CG02) Flat in Covent Garden,1839548,Giovanni,,Westminster,51.51097604634623,-0.12095555195894073,Entire home/apt,150,1,41,2015-03-16,1.6,24,315
4734757,Double Room to rent in Maida Vale,38169,James,,Westminster,51.528553065947676,-0.1858927357275494,Private room,43,1,1,2015-02-22,0.7,1,312
2612613,Amazing 4BD Penthouse in Marylebone,8592662,Jon And Lori,,Westminster,51.519896878153226,-0.16852374648766255,Entire home/apt,225,1,32,2015-01-04,2.6,1,92
430253,Refurbished Victorian Flat  ,2138504,Paul,,Westminster,51.5271338808145,-0.20018377482364083,Entire home/apt,180,4,9,2014-08-15,0.3,1,313
3495294,Lovely terrace flat Maida Vale,7054182,Federica,,Westminster,51.5277359466463,-0.19822022822107946,Entire home/apt,100,1,1,2014-07-13,0.1,1,243
1513746,LUXURIOUS bed and bath CENTRAL LDN,8082922,Alpa,,Westminster,51.52426899055583,-0.19151195244382224,Private room,70,1,22,2015-03-16,1.2,1,330
4859837,VICTORIAN STUDIO IN MARYLEBONE,16668725,UnderTheDoormat,,Westminster,51.51806094978487,-0.153449811986111,Entire home/apt,99,3,0,,,16,105
3580591,GREAT MEWS PROPERTY IN MARYLEBONE,16668725,UnderTheDoormat,,Westminster,51.52144131466608,-0.15113821606245742,Entire home/apt,249,3,4,2014-12-31,0.5,16,0
1719775,Perfect apartment in Covent Garden,9066630,Toby,,Westminster,51.510331161131404,-0.12413061553409631,Entire home/apt,155,5,16,2015-02-09,0.9,16,297
1689745,Quiet oasis in the urban jungle,1598493,Ron,,Westminster,51.52521231316322,-0.2038188754606856,Private room,70,3,12,2014-10-15,0.6,1,284
5791655,3 Bed 3 Bath Hyde Park,1797656,Ateeq,,Westminster,51.51220000287694,-0.17303393472455997,Entire home/apt,270,3,0,,,11,1
4666408,BEST LOCATION Oxford st & Regents,24143749,Youssef,,Westminster,51.51774812710279,-0.13901590889793677,Entire home/apt,150,1,13,2015-03-30,3.0,2,341
3621513,GORGEOUS 1 BED IN ST JOHNS WOOD,16735790,Naoufal,,Westminster,51.53241355520359,-0.1775280887179687,Entire home/apt,105,2,18,2015-03-14,2.2,5,324
4523492,(CG07) Great Flat in Covent Garden,1839548,Giovanni,,Westminster,51.50932017086806,-0.12300592759800978,Entire home/apt,250,1,7,2015-03-30,1.9,24,247
3811705,RMA - Bayswater / Royal Oak,18582406,Elizabeth,,Westminster,51.51696248041201,-0.18811138907171432,Private room,55,3,6,2015-03-24,1.1,32,268
5401875,Fitzrovia Luxury New Flat in London,1796536,Guneet,,Westminster,51.51886860172853,-0.14176889394689904,Entire home/apt,155,3,0,,,12,310
5055834,Beautiful Penthouse Apartment (3),25989144,Amanda,,Westminster,51.51811933955543,-0.13829380247493497,Entire home/apt,330,3,0,,,27,285
5100905,Paddington 1 Bedroom Apartment (2),25989144,Amanda,,Westminster,51.51326806646542,-0.17532243112398238,Entire home/apt,175,2,0,,,27,347
1138895,Beautiful 1 bed heart of London,6162535,Hollie,,Westminster,51.51854659752073,-0.14014755628690104,Entire home/apt,140,2,51,2015-03-31,2.2,2,263
4867029,Spacious room in Maida Vale,25034541,Natalya,,Westminster,51.526522332808845,-0.20135940580551673,Private room,69,1,0,,,1,365
4316890,London Marylebone Mews House ,17999082,Rene,,Westminster,51.51769317949797,-0.1498841865611012,Entire home/apt,395,1,0,,,2,365
2338567,Central room in Bond Street!,11759057,Harry,,Westminster,51.5180067635996,-0.14040962594749715,Private room,75,1,47,2015-03-26,3.7,1,74
3724215,Luxurious en-suite Heathrow Express,502537,Marie,,Westminster,51.51701484151673,-0.18061846677984134,Private room,105,3,9,2015-02-23,1.1,1,365
4831396,Cool 2 bed apartment in Marylebone,1238994,Samit,,Westminster,51.51971157282014,-0.15908278585436184,Entire home/apt,250,1,0,,,1,87
1853897,3BR - Hyde Park/Bayswater AIR-CON!,1797656,Ateeq,,Westminster,51.515756088544954,-0.18776148010930674,Entire home/apt,350,2,14,2015-02-22,0.8,11,289
5194466,A stunning warehouse conversion ,3784854,Sandford,,Westminster,51.522296483437884,-0.17392190544622993,Shared room,100,1,0,,,1,334
5234896,1 Bedroom Apartment Marble Arch (3),25989144,Amanda,,Westminster,51.51795316793493,-0.1649614290730727,Entire home/apt,225,3,0,,,27,343
4732775,Exclusive 2 bed House in Belgravia,15131437,Danni,,Westminster,51.49395969654976,-0.15388689202321082,Entire home/apt,380,5,0,,,4,365
5885884,Perfect Covent Garden,30567759,Cath,,Westminster,51.51102195117596,-0.12529219382242776,Entire home/apt,95,1,0,,,1,265
3314383,GORGEOUS 2 BED IN ST JOHNS WOOD,16735790,Naoufal,,Westminster,51.53391048237713,-0.1784666195381501,Entire home/apt,140,2,28,2015-04-05,2.9,5,270
5287094,Quiet Double Room Oxford Street (B),17672828,David & Charles,,Westminster,51.51531685493486,-0.13653280549851562,Private room,85,1,0,,,5,65
4573491,ROOM IN CENTRAL LONDON,11176233,Antonella,,Westminster,51.520833098422045,-0.17101152917181398,Private room,80,1,2,2015-03-20,0.5,1,289
1002961, Central London  on your doorstep,5512916,Joanna,,Westminster,51.524022772207665,-0.14405598278702703,Private room,95,3,31,2015-03-21,1.3,2,168
5725042,Private studio in London,20566306,Litsa,,Westminster,51.51590265710241,-0.1738476629685325,Private room,60,1,0,,,2,346
4698994,Lovely Mezzanine in Bayswater,24290875,Farah,,Westminster,51.51562715902784,-0.19147877390066104,Entire home/apt,95,2,1,2015-03-07,0.9,1,362
2880059,Central London bedroom.,14452261,Teodor-Raul,,Westminster,51.519719174990264,-0.14283017097005724,Private room,35,1,0,,,1,81
4827053,Stylish 2 BED in Baker Street,16668725,UnderTheDoormat,,Westminster,51.52769127902114,-0.16306463978101388,Entire home/apt,149,3,0,,,16,192
4737877,"2 BR - Maida Vale, St John's Wood",18582406,Elizabeth,,Westminster,51.526386726469745,-0.1802649771644934,Entire home/apt,140,6,0,,,32,329
5562113,"Luxury Mayfair Apt, Oxford Circus",28836331,Jade,,Westminster,51.51548154719873,-0.14248371020900724,Entire home/apt,250,1,0,,,1,90
3791899,Stunning flat London-Fitzrovia,13665007,Marta,,Westminster,51.51869122455066,-0.14002995732697843,Entire home/apt,150,2,31,2015-03-31,4.0,1,199
5524693,5 STAR Luxe Double Ensuite-Mayfair,7766822,Donald,,Westminster,51.51523198477175,-0.14171989973368632,Private room,125,1,0,,,2,169
3811986,RMB - Bayswater / Royal Oak,18582406,Elizabeth,,Westminster,51.51788127780558,-0.18835619853974608,Private room,40,21,5,2014-09-29,0.7,32,257
4607554,Luxury 2 Bedroom  flat in Mayfair,23874587,Manan,,Westminster,51.51395909641887,-0.14242063026328927,Entire home/apt,275,20,0,,,1,365
2738991,Double Bedroom Flat Westminster,6261125,Isaac,,Westminster,51.493877292511186,-0.13293929454344386,Entire home/apt,95,2,35,2015-03-16,3.1,4,247
1141694,"Belgrave Rd Apartment, Pimlico",6261125,Isaac,,Westminster,51.48833222868065,-0.13582844681325576,Entire home/apt,75,3,60,2015-04-06,2.6,4,271
2926887,Notting Hill Home,14945155,Lauren,,Westminster,51.51591869516793,-0.1995141102500582,Entire home/apt,517,3,7,2015-03-08,0.9,1,292
5632942,Charming double bdrm near Baker st,26961151,Raj,,Westminster,51.52321414663937,-0.15896330887419277,Private room,60,1,0,,,1,270
2132725,Spacious guest flat near Portobello,3797598,Anika & Gwith,,Westminster,51.52724480681875,-0.20391319862389945,Private room,60,2,26,2015-03-28,2.0,1,291
5822572,Modern Super Central Soho Studio,992343,Cassandra,,Westminster,51.51151033942516,-0.13730676312106138,Entire home/apt,125,1,0,,,3,335
1252618,sunny room!,6824994,Mia,,Westminster,51.524460671270155,-0.19034691915206794,Private room,60,1,3,2015-01-01,0.1,1,365
2341328,Fresh and Bright Room in Mayfair,9723666,Roxy,,Westminster,51.50943692988488,-0.14435818599285752,Private room,125,1,10,2015-02-22,0.8,3,361
3295488,Bright great location 1 - 4 guests,3993290,Jeff,,Westminster,51.516153387565495,-0.18966475179998937,Entire home/apt,89,3,18,2015-03-17,2.0,1,347
4047515,Spacious one bed next to Hyde Park,20986680,Steffie,,Westminster,51.51512722311573,-0.18285536116137976,Entire home/apt,125,2,14,2015-03-21,2.1,1,223
5465330,SPECTACULAR DESIGNER PENTHOUSE,3636203,Helen,,Westminster,51.52404690600691,-0.18511816512134588,Entire home/apt,150,1,0,,,4,349
5658454,4 bedroom luxury apartment ,28225518,Laurent,,Westminster,51.51935259657819,-0.16131340351429602,Entire home/apt,291,5,0,,,1,322
3851194,Luxury Little Venice Garden Flat,9786697,Jeff,,Westminster,51.5256197642238,-0.1935997092865546,Entire home/apt,300,2,2,2014-09-30,0.3,9,278
5053391,Beautiful Penthouse Apartment (1),25989144,Amanda,,Westminster,51.51893825503209,-0.13866719209371237,Entire home/apt,350,1,1,2015-02-27,0.8,27,284
4756547,Luxury 3 bed 2 bath Paddington,18582406,Elizabeth,,Westminster,51.517158124921735,-0.18183588247270552,Entire home/apt,225,4,4,2015-02-20,1.5,32,265
5296253,Notting Hill - Luxury apartment,27430389,Philip,,Westminster,51.51694863005184,-0.18876436166269767,Entire home/apt,90,1,0,,,1,32
4907277,Contemporary Sunny Top Floor Flat,5372882,Tracey,,Westminster,51.523427972489024,-0.2017651966581867,Entire home/apt,150,1,0,,,1,365
5872994,Modern 1 bed Flat in Central London,17756130,Niklas,,Westminster,51.50704262759404,-0.12375511676190891,Entire home/apt,175,3,0,,,1,17
4566473,"1 bed flat with river view, Pimlico",13409833,Julia,,Westminster,51.48649724750175,-0.1399136875092749,Entire home/apt,120,3,0,,,1,119
5020749,STUNNING LUXURY PENTHOUSE,3636203,Helen,,Westminster,51.52989943497189,-0.1777833999846477,Entire home/apt,500,1,0,,,4,365
824973,Cosy Flat Covent Garden/Holborn,3123721,Jesse,,Westminster,51.514629484185846,-0.12314768956338927,Entire home/apt,150,1,47,2014-12-19,1.8,1,362
5188162,Beautiful Penthouse Apartment (2),25989144,Amanda,,Westminster,51.51929313483131,-0.13810277485324804,Entire home/apt,340,2,0,,,27,285
612846,Stylish NottingHill Double Bedroom ,3039597,Amanda,,Westminster,51.51604629785508,-0.19535198638117593,Private room,65,2,16,2015-01-30,0.8,2,300
1835111,New Loft Studio to share ,9076903,Maggie,,Westminster,51.532605005972755,-0.20420537359263066,Private room,32,1,28,2015-03-26,3.3,1,25
4041467,St Johns Wood - Private room to let,16358780,Mark,,Westminster,51.5339015408419,-0.17326347588764107,Private room,70,1,3,2014-09-29,0.5,1,266
2601191,Dreamy escape in Notting Hill,7017440,Lafina,,Westminster,51.51569615025315,-0.1893031889861795,Entire home/apt,105,3,1,2014-07-05,0.1,2,289
1986728,Covent Garden 2 bed flat,9066630,Toby,,Westminster,51.51304123092883,-0.12095090486298869,Entire home/apt,200,3,23,2015-03-05,1.4,16,221
73439,Studio Apartment in Leicester Sq,169150,Lucy,,Westminster,51.51394788212025,-0.13047337171430393,Entire home/apt,80,2,147,2015-03-23,2.9,4,265
1836379,Stunning Bayswater / Hyde Park,1797656,Ateeq,,Westminster,51.515864166394266,-0.1885099007961163,Entire home/apt,175,2,17,2015-03-17,1.8,11,223
3939911,BEAUTIFUL DOUBLE ROOM HYDE PARK  ,16702762,Marisela,,Westminster,51.5129748720781,-0.18095860615030146,Private room,70,2,7,2015-03-02,1.0,2,129
3786283,Room with bathroom in Little Venice,7072861,Ana,,Westminster,51.526398071509966,-0.19091729645856717,Private room,75,1,2,2014-10-18,0.3,1,365
3590338,Zone 1 Lancaster Gate double & bath,5429453,Edina,,Westminster,51.51336106171172,-0.1784824169172679,Private room,80,1,0,,,1,241
5084758,Small Bedroom C near city centre,18582406,Elizabeth,,Westminster,51.525785249042784,-0.19538113388862607,Private room,40,14,1,2015-02-15,0.6,32,242
5210878,"Westminster, double bed",26956534,Georg,,Westminster,51.49167473103309,-0.1290334494411454,Private room,50,1,0,,,1,40
5472888, Deluxe 4 Bedroom Apartment (2),25989144,Amanda,,Westminster,51.51994092113864,-0.13853829322175648,Entire home/apt,590,2,0,,,27,344
5122832,1 Bedroom Apartment Marble Arch (2),25989144,Amanda,,Westminster,51.519448875675685,-0.16570354851528096,Entire home/apt,230,2,0,,,27,342
5277535,NEW - 3 Bedrooms @ Oxford Street ,17672828,David & Charles,,Westminster,51.516481758453665,-0.133856150559872,Entire home/apt,135,1,8,2015-03-29,5.2,5,163
4209915,Double room in ZONE 1 Victoria No.2,1569626,Kat+Zdenka,,Westminster,51.48598631265044,-0.13915432907260644,Private room,55,2,13,2015-03-29,2.5,3,194
1960406,Hyde Park Holiday Apartment ,6261125,Isaac,,Westminster,51.5159439794075,-0.18750986769270658,Entire home/apt,100,3,37,2015-03-25,2.3,4,292
5674612,Modern Apartment Near Regents Park ,10508339,Jak,,Westminster,51.53425433226183,-0.1672478170217894,Entire home/apt,100,1,0,,,6,365
3756082,Marble Arch modern Studio ,19214346,Dinesh,,Westminster,51.51520304791872,-0.16045569163856407,Entire home/apt,129,5,4,2014-12-30,0.6,10,361
1302098,Luxury Studio-flat in Chelsea,6146006,Benedetta,,Westminster,51.50152029990646,-0.17348100554036536,Entire home/apt,135,2,20,2015-03-22,1.0,1,351
4582462,2 BR - Marble Arch,18582406,Elizabeth,,Westminster,51.51479267924971,-0.16206866976119796,Entire home/apt,130,4,4,2015-03-28,1.0,32,297
2544016,Sunny private ensuite in 3 BR flat,1611311,Tina,,Westminster,51.52650475136054,-0.16240236089132745,Private room,45,3,0,,,1,185
5089028,Double Bedrooms near Baker Street,26290227,Hassan,,Westminster,51.522972912377526,-0.1553276075180185,Private room,80,1,0,,,1,365
3671306,Designer 3bed-3bed house Marylebone,17279844,Marcela,,Westminster,51.52365274252208,-0.16095903514440824,Entire home/apt,260,5,3,2014-12-31,0.7,8,39
5877432,Heart of Westminster,30521652,Anne,,Westminster,51.49304805040086,-0.12998171408257062,Private room,50,1,0,,,1,19
3944016,Oxfordstreet Flat fits easy 6 pers,10603987,Noor,,Westminster,51.51873638844504,-0.16500598684553194,Entire home/apt,85,2,6,2015-03-30,0.9,3,298
4382696,"Modern 2 Bed, 2 Bath - Pimlico",12041171,Rodney,,Westminster,51.490150841107834,-0.14436872070936566,Entire home/apt,160,3,3,2015-04-06,0.7,3,294
5885095,Room in gorgeous W2 flat!,27436480,Imran,,Westminster,51.51558115934521,-0.1844323928126164,Private room,80,1,0,,,1,83
4210312,Double room ZONE 1 Victoria No.3,1569626,Kat+Zdenka,,Westminster,51.48525667568493,-0.13897512540446272,Private room,49,2,8,2015-03-31,1.7,3,294
5455326,House in Knightsbridge 2B/2B,13172010,Vica,,Westminster,51.49946113231582,-0.16883608174815032,Entire home/apt,290,2,0,,,2,343
5580920,Budget Studio next to Hyde Park!,23977491,Nabil,,Westminster,51.51375524532894,-0.1866434978620971,Entire home/apt,60,1,5,2015-03-28,5,18,279
4679839,Luxury 2 bed 2 bath Apt in W2,8572000,Irina,,Westminster,51.51644042066294,-0.18917802674885842,Entire home/apt,249,7,1,2015-01-06,0.3,7,365
5291977,Studio in heart of London/SOHO,4822780,Steven,,Westminster,51.512422721473854,-0.13858330779449515,Entire home/apt,100,1,4,2015-03-27,3.6,1,0
5110129,Big Bedroom&Bathroom Knightsbridge ,13172010,Vica,,Westminster,51.49945010842729,-0.1682584199331065,Private room,125,2,2,2015-03-31,1.1,2,345
4883060,LEMON room in zone 1 =),16059269,Uros,,Westminster,51.51602362748045,-0.18781141375782034,Private room,45,1,16,2015-03-31,5.1,4,269
3089368,Self Content Studio Flat in W2 area,15715041,Warda,,Westminster,51.51170358593451,-0.18860237795433277,Private room,83,1,2,2014-07-17,0.2,3,363
3245327,1 bed flat located in Baker Street ,1796536,Guneet,,Westminster,51.52422600427269,-0.16018452939478567,Entire home/apt,86,1,19,2015-03-22,2.1,12,325
821495,Lovely double room with En suite,4313631,Faridah,,Westminster,51.52610722848247,-0.18476182717403764,Private room,93,1,1,2014-10-06,0.2,1,365
