id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4737326,"Lovely studio, Tower Bridge",24456533,Florent,,Tower Hamlets,51.50620678320183,-0.06942800330657234,Entire home/apt,80,1,7,2015-03-23,2.0,1,109
4529270,Chambre double WHITECHAPEL,9087165,Mathilde,,Tower Hamlets,51.52098069942002,-0.056041155353902916,Private room,30,1,1,2014-12-30,0.3,1,123
4876797,Shoreditch-City Luxury Pied a Terre,3718062,Jimmy,,Tower Hamlets,51.5240906314134,-0.07255454781052216,Entire home/apt,125,2,8,2015-03-23,3.4,1,39
3515027,"Lovely & Cosy room, Shoreditch",17369316,Beth,,Tower Hamlets,51.52544070824948,-0.07609021460682025,Private room,50,1,7,2015-03-06,1.1,1,353
4411536,"Ensuite room in Canary Wharf, E14",22765303,Stefano,,Tower Hamlets,51.51140934655649,-0.027588215127949702,Private room,40,1,0,,,1,291
3025439,"**WAPPING, RIVERSIDE LOCATION**",4735115,Rebecca,,Tower Hamlets,51.50620720123471,-0.05458861439227668,Private room,70,1,5,2015-01-01,0.7,1,262
3860461,Hackney Wick East London,19919669,Stephen,,Tower Hamlets,51.542622839024105,-0.024538496098256903,Private room,60,1,0,,,1,212
402739,Barbican central London single room,800096,Tessa,,Islington,51.5223145913935,-0.09144365074460331,Private room,54,3,59,2015-03-01,1.6,2,309
5101624,"Double Room: Brick Lane, Shoreditch",21413337,Joseph,,Tower Hamlets,51.524867252614804,-0.06894463386590109,Private room,51,1,0,,,1,86
1494389,Hip Shoreditch Double BR + bathroom,312601,Luca,,Tower Hamlets,51.522317247954994,-0.0741875137130774,Private room,70,7,10,2015-01-04,0.5,1,153
4974760,Central room with private bathroom,2290734,Ashley,,Tower Hamlets,51.5190288396909,-0.05143549263229942,Private room,39,1,2,2015-03-08,0.7,7,357
3678000,Spacious double room to call home,16437897,Ali,,Tower Hamlets,51.49032045229669,-0.018294314714982322,Private room,75,1,0,,,1,365
5335635,Room in terraced house,9503982,Runar,,Tower Hamlets,51.5227064842655,-0.043931492754768806,Entire home/apt,145,1,1,2015-03-07,0.9,1,365
460824,Beautiful TWO bed central apratment,2290734,Ashley,,Tower Hamlets,51.525338482709145,-0.05080716969124329,Entire home/apt,175,1,89,2015-02-22,2.6,7,365
5864586,Beautiful bedroom amazing location,30453017,Olivia,,Tower Hamlets,51.50677974244458,-0.06900850042101578,Private room,7,14,0,,,1,43
5227621,Double room in converted warehouse,18489472,Nathalie,,Tower Hamlets,51.51243290731013,-0.06606663485817407,Private room,70,1,1,2015-03-23,1,1,363
3806112,COZY 01 BED LANTERNS WAY APARTMENTS,1989061,ZEN Apartments,,Tower Hamlets,51.49893272245949,-0.02033922493926586,Entire home/apt,159,3,0,,,14,365
4901901,Twin room ZONE 2 (57ellR2),13557337,David And Helen,,Tower Hamlets,51.52786402470678,-0.05953311793107964,Private room,45,1,1,2015-03-10,1,26,354
5627767,Modern One Bedroom Duplex Apartment,29166552,Vaneet,,Tower Hamlets,51.50707392986609,-0.061602377746303276,Entire home/apt,120,7,0,,,1,56
4662071,Great spacious place in Shoreditch,1686529,Michael,,Tower Hamlets,51.52512516359674,-0.0667619487698376,Private room,80,1,0,,,1,288
96510,♧ Gorgeous Room in Canary Wharf ♧,512168,Sky,,Tower Hamlets,51.5175216844488,-0.016515350699553892,Private room,45,1,43,2015-03-30,0.9,4,318
4241292,Double en-suite room in Tower Hill ,21690777,Matthew,,Tower Hamlets,51.510666479459466,-0.06998143425494174,Private room,79,1,3,2015-01-02,0.6,3,310
3573861,Trendy & Big Shoreditch Room!,17996714,Penny,,Tower Hamlets,51.52576241207275,-0.07470390180453652,Private room,96,2,1,2015-01-06,0.3,1,352
5879832,High rise luxury in Shoreditch ,30533475,Elizabeth,,Tower Hamlets,51.52282981928699,-0.07244405491528802,Private room,99,1,0,,,1,343
5494144,Large bright room in Bethnal Green,20788487,Quentin,,Tower Hamlets,51.52974744583102,-0.059568923546872536,Private room,44,1,0,,,1,338
4420321,"Cozy room by Brick Lane, London",4199322,Natalie,,Tower Hamlets,51.520147682648485,-0.0679885940435257,Private room,55,1,2,2015-01-02,0.5,1,365
1973354,"Cosy house, double room with view",9456316,Liv,,Tower Hamlets,51.520009986223855,-0.062150600646201794,Private room,40,2,12,2015-03-24,1.0,1,160
5724473,Charming warehouse conversion ,2679450,Ilary,,Tower Hamlets,51.5151437105702,-0.051818752499551396,Private room,50,1,1,2015-04-03,1,1,259
5473145,2 Double Bed Flat near Canary Wharf,28267823,Fraenze,,Tower Hamlets,51.492605320359345,-0.018777195730520037,Entire home/apt,89,1,0,,,3,278
876884,Art Deco Flat in central London,4631528,Elisa,,Tower Hamlets,51.51792772937584,-0.07653008992315741,Entire home/apt,100,5,2,2015-01-24,0.2,1,96
5662780,Stay in the heart of Shoreditch ,3562091,David,,Tower Hamlets,51.5266206326707,-0.07617555972160471,Private room,60,1,2,2015-03-30,2,1,275
3553499,Single room very close the station ,2711218,Alessandro,,Tower Hamlets,51.53057701159137,-0.05534993595835145,Private room,32,2,5,2014-11-08,0.6,9,342
5381431,Cozy Room in Flat w/ Living Room,4533844,Umair,,Tower Hamlets,51.52406853682125,-0.04889112402660638,Private room,37,1,1,2015-03-31,1,1,365
1570801,Private room + bathroom + garden,8351594,Ela,,Tower Hamlets,51.51779695004768,-0.07556814442712868,Private room,60,1,67,2015-03-12,5.6,1,99
4781639,Luxury Studio In Shoreditch Zone 1,24654905,Imran,,Tower Hamlets,51.52478780139562,-0.07580704730125519,Entire home/apt,95,1,9,2015-04-05,3.3,1,289
3184830,Whitechapel Double Room,5396573,Chris,,Tower Hamlets,51.51855802811914,-0.06198048642196109,Private room,58,2,16,2015-03-22,1.6,2,49
1574289,Double en-suite room in luxury flat,7795511,Faze,,Tower Hamlets,51.51828269412365,-0.027430882892307305,Private room,46,3,0,,,2,309
1934780,Country cottage vibes in Shoreditch,5221066,Ruaridh,,Tower Hamlets,51.53096270268807,-0.0669820273427237,Private room,57,2,31,2015-03-29,1.9,1,309
2033476,Warm double bedroom in Mile End,8744076,Davide,,Tower Hamlets,51.524692451409805,-0.03138006194817836,Private room,45,2,1,2014-06-01,0.1,3,341
93779,"Big, modern flat in Bethnal Green ",502491,Julie,,Tower Hamlets,51.52686884386755,-0.06347391511162646,Entire home/apt,200,2,14,2014-07-22,0.3,2,363
3635794,Amazing Flat near Canary Wharf,4218453,Mustafa,,Tower Hamlets,51.5145870630282,-0.02706293757606854,Private room,43,2,1,2014-09-20,0.1,1,362
3219111,Canal flat in Broadway Market,2268433,Mauricio,,Tower Hamlets,51.533809121101264,-0.05896755996828413,Entire home/apt,120,3,3,2015-01-06,0.3,1,283
3422933,★Lovely room Canary Warf ★,13627321,Paola,,Tower Hamlets,51.507942077921115,-0.016142456528589342,Private room,45,2,34,2015-03-12,3.7,3,86
4088530,Bethnal Green flat with 2 doubles,2584590,Alex,,Tower Hamlets,51.53176152672067,-0.05620877842748062,Entire home/apt,79,1,2,2014-11-10,0.3,2,1
5631031,One bed+sofa flat in East London,29183081,Maria,,Tower Hamlets,51.52903507536562,-0.012743952002104349,Entire home/apt,110,3,0,,,1,365
1733963,2-bedroom flat East London Zone 2 ,7134284,Karine,,Tower Hamlets,51.530509747645965,-0.022054016626066073,Entire home/apt,125,1,14,2015-03-23,0.8,1,357
2440513,Victoria Park Penthouse,12474794,Ahmed & Claudia,,Tower Hamlets,51.529636053277464,-0.038203974566540205,Entire home/apt,190,4,0,,,2,94
1188011,Modern 2Bflat 15m walk Towerbridge ,6496230,Min,,Tower Hamlets,51.51184130748793,-0.05640901059151581,Entire home/apt,99,3,4,2013-10-26,0.2,2,106
4779607,Master Bedroom in Urban-Art House,13282506,Patrick,,Tower Hamlets,51.52574318024166,-0.06448883104904267,Private room,50,1,0,,,3,321
1863529,Lovely Double Room East London flat,9718413,Tom,,Tower Hamlets,51.52125899454962,-0.051303254344166375,Private room,57,1,4,2014-11-15,0.2,1,292
4032730,Comfy double room in East London,20907827,Lauren,,Tower Hamlets,51.528728103545475,-0.06119029038426154,Private room,53,5,0,,,1,178
5020473,"Cool, stylish, 5 star location",25882986,Jenna,,Tower Hamlets,51.527864184456305,-0.05919700727110776,Entire home/apt,150,2,1,2015-03-22,1,1,351
1187740,"Shoreditch, Brick Lane, Sleeps 2/8",6308464,Isabella,,Tower Hamlets,51.52393322006975,-0.07104676814419626,Entire home/apt,196,2,89,2015-03-22,4.1,4,212
343473,♡ Deluxe Apartment - Canary Wharf ♡,512168,Sky,,Tower Hamlets,51.51694673059936,-0.01497181553037223,Entire home/apt,100,1,24,2015-02-17,0.6,4,291
5682938,"Perfect Apartment, Mile End",8744076,Davide,,Tower Hamlets,51.52423384957983,-0.032216610959126896,Entire home/apt,250,1,0,,,3,0
5809503,Master Room- Beautiful House- City,20997127,Mar,,Tower Hamlets,51.51404312630345,-0.04657241513089064,Private room,47,1,0,,,2,70
1505484,Stunning London 1 bed on the River!,8020315,Maria,,Tower Hamlets,51.489118277121,-0.00452260318926517,Entire home/apt,115,2,0,,,1,109
5318343,Beautiful Cozy Room ,8744076,Davide,,Tower Hamlets,51.52458806357251,-0.032644626556791186,Private room,48,2,0,,,3,347
1264629,Brick Lane Studio Shoreditch Zone1 ,6445727,Iggy,,Tower Hamlets,51.52584144611426,-0.07207966798876118,Entire home/apt,70,1,24,2015-03-10,1.2,4,329
361712,★ Fantastic Room near Canary Wharf★,512168,Sky,,Tower Hamlets,51.518237699186095,-0.015268654930705042,Private room,45,1,35,2015-01-06,1.0,4,320
4446097,Double bedroom in  East London E2,3627642,Roberto,,Tower Hamlets,51.527212930217935,-0.059911116252836356,Private room,35,2,2,2015-03-08,1.3,1,51
5605232,Modern Double Room Central London,29058194,Desia,,Tower Hamlets,51.5247523336466,-0.07057007046068742,Private room,40,1,0,,,1,2
5304163,"Modern, central, stunning views",27316408,Kevin,,Tower Hamlets,51.52766851694579,-0.04066253818415317,Private room,49,1,2,2015-03-17,2,1,242
4350349,1 Bed Apartment near Canary Wharf,10222091,Vivek,,Tower Hamlets,51.49086806769495,-0.024125978983264875,Entire home/apt,120,1,0,,,2,171
4088325,2BEDS FLAT IN STOKE NEWINGTON,21205610,Jean,,Hackney,51.565013734329945,-0.07257602167629032,Entire home/apt,120,1,0,,,1,365
4901983,Big TWIN room ZONE 2 (57ellR5),13557337,David And Helen,,Tower Hamlets,51.527369373306065,-0.060409690295713345,Private room,51,1,0,,,26,346
3664503,"Clean, modern - heart of shoreditch",18578561,Duncan,,Tower Hamlets,51.525237888775735,-0.07573313069305714,Private room,70,1,0,,,1,234
538712,2BED SOUTHQUAY 3 MINTS FROM STATION,1989061,ZEN Apartments,,Tower Hamlets,51.50004921668083,-0.017861935594174053,Entire home/apt,220,3,2,2014-06-23,0.2,14,365
1648809,Beautiful house/garden: East London,7909649,Nissa,,Tower Hamlets,51.52913650005441,-0.06114580168366749,Entire home/apt,80,1,19,2015-01-28,1.0,1,355
2903384,"""Harald"" apartment, 2B, free wifi",922398,Petra,,Southwark,51.49853757428716,-0.07919399413196695,Entire home/apt,350,2,0,,,106,329
4307938,Georgian town house in whitechapel,2634607,Andrew,,Tower Hamlets,51.515854313864786,-0.06243415519866354,Entire home/apt,220,4,0,,,3,365
2793655,Great BrickLane/Shoreditch Holiday ,8332337,Fiona,,Tower Hamlets,51.51298381471095,-0.06705475204164896,Private room,45,3,2,2014-04-27,0.2,1,0
3721967,Modern flat with beautiful garden,5970545,Jim,,Tower Hamlets,51.52620067683625,-0.06405222850687858,Entire home/apt,195,2,3,2015-01-03,0.5,1,227
5419239,Pretty Cosy House close Shoreditch ,2711218,Alessandro,,Tower Hamlets,51.530553203946866,-0.056769960105573274,Entire home/apt,90,3,0,,,9,300
3816559,Beautiful central London room,2290734,Ashley,,Tower Hamlets,51.518321197415325,-0.051590168230393516,Private room,45,1,3,2015-03-29,0.8,7,365
4067044,D/twin convertible room ZONE 2 (2),13557337,David And Helen,,Tower Hamlets,51.51913868616163,-0.05455723237554181,Private room,30,1,11,2015-03-24,1.9,26,322
4898894,Cosy double room near Canary Wharf,25214568,Sandra Constanza,,Tower Hamlets,51.495672790326246,-0.012719662158578943,Private room,50,1,8,2015-03-23,3.8,1,330
1948157,Double room 10 mins off bricklane,10074651,Mireille,,Tower Hamlets,51.52209402752206,-0.06077133522393104,Private room,32,3,1,2015-01-02,0.3,1,364
5772876,Charming room in Shoreditch,399496,Yonatan,,Tower Hamlets,51.51662339942576,-0.07447404875665532,Private room,70,3,0,,,2,353
4806781,DOUBLE ROOM OPPOSITE TUBE STATION,23786832,Angel,,Tower Hamlets,51.510658356655554,-0.056602604049740636,Private room,35,3,3,2015-02-10,0.9,5,294
5485706,"""Tatiana"" apartment, 2B, free wifi",922398,Petra,,Tower Hamlets,51.511317209233034,-0.07286903911907087,Entire home/apt,380,2,0,,,106,337
523260,2BED LUXURIOUS DISCOVERY DOCK APT.,1989061,ZEN Apartments,,Tower Hamlets,51.50188098701095,-0.023914740648041825,Entire home/apt,180,3,2,2014-07-11,0.1,14,365
4774849,3 Bed sleeps 9 Central/East London,3096504,Alice And Jason,,Tower Hamlets,51.53211161849461,-0.054307191400732,Entire home/apt,220,2,4,2015-03-23,1.3,6,341
3664880,Lovely double bedroom !,18581607,Colombine,,Tower Hamlets,51.53073991189716,-0.04504194961666407,Private room,40,1,0,,,1,234
2602884,"""Cassandra"" apt., 2B, free wifi",922398,Petra,,Tower Hamlets,51.51334362463177,-0.06789705155831018,Entire home/apt,350,2,0,,,106,306
1250149,Room and Bathroom in Penthouse Appt,6812240,John,,Tower Hamlets,51.53074100422857,-0.05388684105858945,Private room,55,2,40,2015-03-22,3.0,1,327
582625,The heart of Canary Wharf,1314904,Lewis,,Tower Hamlets,51.49995173052876,-0.013937364795666358,Private room,59,1,0,,,1,365
4300694,HUGE 2 bed/2 bath Notting Hill Flat,101037,Aurelie,,Kensington and Chelsea,51.504797423811986,-0.1935554341510569,Entire home/apt,199,1,3,2014-12-08,0.6,35,308
1714951,Cozy Single room in  central London,6141620,Manuela,,Lambeth,51.48191558343797,-0.12689499077110736,Private room,27,1,8,2015-03-27,1.1,11,210
2747532,Stunning 1 Bedroom Apartment (3),9364073,Lamotte Property Mart,,Tower Hamlets,51.51047753064844,-0.025340904594767795,Entire home/apt,65,1,6,2015-01-12,0.8,4,287
4419920,"Funky, bright room; near to Tube",20483453,Elise P A,,Tower Hamlets,51.52820334458772,-0.05243044795417341,Private room,45,2,2,2015-03-22,0.9,1,2
5759311,Cool and Spacious Flat East London,101037,Aurelie,,Tower Hamlets,51.51528479899493,-0.06588661695049172,Entire home/apt,119,1,0,,,35,4
3459927,"""Paige"" apartment, 2B, free wifi",922398,Petra,,Tower Hamlets,51.52530962214749,-0.07149789221883933,Entire home/apt,350,2,2,2015-03-14,1.7,106,353
3069328,Ultimate London Waterfront Location,12684435,David,,Tower Hamlets,51.5075167366548,-0.06861404753177476,Entire home/apt,108,1,28,2015-03-20,3.3,1,225
347048,Whole Town House on Garden Square,1759433,Jeremy,,Islington,51.53548698946931,-0.0933277226727124,Entire home/apt,274,5,4,2014-09-01,0.1,1,129
1460819,Stunning View and Private Bathroom,7778203,Anneli & Josh,,Islington,51.54552486124889,-0.12328054265843914,Private room,48,2,53,2015-03-28,2.9,2,101
3619986,Spacious room in a comfortable flat,797496,Taimoor,,Islington,51.553284455936904,-0.1198877299395286,Private room,28,1,1,2014-08-11,0.1,1,68
5707243,"Incredibly central, sunny room. ",490770,Mary,,Islington,51.52166517514985,-0.09064617966249688,Private room,40,1,0,,,1,0
4984577,Big bright room in King's Cross,25695209,Alessandra,,Islington,51.53857826011272,-0.11951109729859237,Private room,50,1,1,2015-01-26,0.4,1,95
1237846,"Beautiful, large flat in Holloway",6748796,Ben / Sam,,Islington,51.56143909429326,-0.12074989667307395,Entire home/apt,100,2,3,2015-03-29,3,1,168
3127586, LARGE ROOM IN HOLLOWAY ROAD,15885425,Kubra,,Islington,51.552333094997564,-0.12476305678270852,Private room,50,2,6,2014-10-12,0.6,2,365
4401272,well located double room ,22846882,Vic,,Islington,51.52688281530854,-0.111022711956377,Private room,44,1,31,2015-04-05,5.8,2,271
1352355,"Spacious, Quiet & Central Location!",7339987,Jayson,,Islington,51.528202267671986,-0.1149738596382648,Private room,50,3,10,2014-05-04,0.5,1,0
1146830,Room w/ private bathroom Islington ,6287668,Cordy,,Islington,51.542378052882924,-0.11389570694339168,Private room,65,2,41,2015-03-07,2.3,1,105
3693505,"Zone 1, Period Home, Modern Flat.",16010214,Alex,,Islington,51.53644467103334,-0.09915799995627253,Entire home/apt,99,3,0,,,1,52
3892649,"Charming victorian flat, Islington",8896635,Millie,,Islington,51.55003354538117,-0.09095448163251882,Private room,59,1,1,2014-09-11,0.1,1,111
4666453,"Leafy Highbury, near c. London",24106992,Frances,,Islington,51.555351149260176,-0.09425335826314955,Private room,45,1,1,2015-02-10,0.5,1,361
5505946,"Arty private room, Central London",18241881,Karen,,Islington,51.52160750641308,-0.10534317796230044,Private room,50,1,0,,,1,47
5532009,Good location and conveniency,19719424,倩宜,,Islington,51.54828497886658,-0.1170921612385689,Private room,35,1,0,,,1,9
1112959,A modern garden flat in zone 1,6108161,(email hidden),,Islington,51.531157655114576,-0.10951579863790041,Entire home/apt,100,2,12,2014-10-13,0.5,1,253
2467925,Modern Ensuite Double Room in Angel,6435633,Zeynep Nil,,Islington,51.54108604413203,-0.0951780751350541,Private room,80,1,0,,,2,365
4676944,6ft double with woody garden view,6614363,Cait,,Islington,51.567290757355835,-0.12156781701301543,Private room,50,1,1,2015-02-23,0.7,3,365
561836,Bright peaceful loft stunning view,735725,Carolina,,Islington,51.5602704703411,-0.11832092380587614,Entire home/apt,110,2,28,2014-07-11,0.9,1,357
642171,delightful room in islington LDN.,339300,A.,,Islington,51.528640351791864,-0.10251940679856035,Private room,37,1,94,2015-03-01,3.0,1,333
4152724,Double bedroom in Highgate House,21102788,Maya,,Islington,51.56547916210314,-0.13881685639267874,Private room,55,1,0,,,3,64
3810072,2 bed/2 bath Canalside Boutique Zn1,2625698,Kurt & Nayemul,,Islington,51.534308186196064,-0.12089501353709307,Entire home/apt,200,2,4,2014-11-09,0.6,1,32
362823,Church conversion w panoramic views,1833640,Mayra,,Islington,51.56845664544606,-0.14042291483026365,Private room,65,1,10,2015-01-16,0.8,1,361
97446,Boutique Chic near Borough Market,494463,Kieron,,Southwark,51.50274013292827,-0.09883172254601201,Entire home/apt,98,20,36,2014-01-01,0.8,1,206
5089909,Good Value Central London Zone 1 ,26295542,Katherine,,Islington,51.524450364352155,-0.0910112616826353,Entire home/apt,85,2,1,2015-04-04,1,1,54
2304143,4Stay,5939128,Suzy,,Westminster,51.51188696617103,-0.15871584735718408,Private room,47,1,29,2015-04-01,2.2,4,155
3277999,Lovely double room- Great Location!,2358621,Pauline,,Islington,51.55015942886395,-0.08601612472286455,Private room,60,1,0,,,1,275
3548766,Arty 1-bed Angel N1 - Zone 1,17864516,Lucy & Giulia,,Islington,51.54074558224939,-0.09582288903257244,Entire home/apt,99,2,14,2015-03-24,2.0,3,320
1347488,"Quiet, stylish, central apartment",4237948,Laura,,Islington,51.55210767192843,-0.09428913187994162,Entire home/apt,90,3,1,2014-07-08,0.1,1,365
464664,Flat in the heart of Clerkenwell,2306791,Andrea,,Islington,51.52400471604172,-0.10235034009081281,Private room,75,2,94,2015-03-21,2.7,1,285
2410033,Elegant and grand room in Islington,12317727,Alia,,Islington,51.546442390792144,-0.09747579674850022,Private room,90,1,10,2015-04-06,0.8,1,352
5332308,"Smart, Modern Apartment with a View",24553762,Luke,,Islington,51.55784508722601,-0.09901792710602653,Entire home/apt,99,1,0,,,1,43
2886245,Room in a flat in Angel (+Wi-Fi),8463051,Dipi,,Islington,51.53327084296057,-0.10601629497837055,Private room,75,1,5,2015-02-04,0.5,1,360
5239959,Beautiful Large Room in London,26673583,Diren,,Islington,51.561648343618685,-0.11067886628385998,Private room,60,3,1,2015-03-26,1,2,349
5278601,Central London at its best!,7604063,Diana,,Islington,51.5236055481471,-0.10374686369666869,Private room,85,2,0,,,1,34
4509420,Modern Spacious Two Bed with view,23382304,Nicholas,,Islington,51.52374465061294,-0.10306226105478511,Entire home/apt,187,3,1,2014-12-28,0.3,1,4
1746908,"Comfortable Double Room, Islington",7299213,Dean,,Islington,51.52374839998228,-0.10224498737441981,Private room,50,2,1,2014-01-04,0.1,1,95
3724536,"Homely, stylish with shared garden",18547363,Claire,,Islington,51.573184500966725,-0.12727712514809572,Entire home/apt,90,1,0,,,1,227
3818710,The Caledonian,1886636,Tope,,Islington,51.53467827721161,-0.11664036860121292,Private room,46,1,26,2015-03-09,3.6,4,342
3836646,Double room in the city centre,19459146,Christa,,Islington,51.5400157837881,-0.10212709402754999,Private room,50,1,4,2015-01-12,0.5,2,363
5565392,Modern 1BR Flat near Old Street,28445649,Fraser,,Islington,51.530326108723145,-0.0961133640729335,Entire home/apt,135,2,1,2015-03-18,1,12,342
2511072,Bright Sngle Room close to Finsbury,6614363,Cait,,Islington,51.56910470645167,-0.11987620774750374,Private room,40,1,18,2015-04-04,2.9,3,360
4837903,AMAZING 3 BED IN PRIME ISLINGTON,16735790,Naoufal,,Islington,51.54497075474694,-0.10652073581637338,Entire home/apt,160,3,5,2015-03-23,1.6,5,192
3245688,"Sunny, spacious modern flat",6383368,Tom,,Islington,51.564248160032555,-0.116903406148188,Entire home/apt,95,2,3,2014-08-04,0.3,1,95
4220873,Double Room in Church Conversion,19192171,Robin,,Islington,51.56183511106052,-0.13794297557438723,Private room,60,1,6,2015-03-18,1.1,1,253
4703508,"Cozy Flat In Angel, Islington",1737926,Shayndi,,Islington,51.54143309018995,-0.10275028725277971,Entire home/apt,114,2,4,2015-03-16,1.2,1,100
4421730,"Victorian 2 Bed, Prime Location, N1",21128503,Simon And Katie,,Islington,51.543600586836625,-0.11067796325395768,Entire home/apt,140,1,11,2015-03-29,2.3,1,183
4384281,Historical charm & modern comforts,5542280,Elsa,,Islington,51.53555137804469,-0.10268073769855302,Entire home/apt,110,5,10,2015-03-30,3.8,1,32
1277834,2 Bed - Shoreditch family retreat,6954630,Paul,,Islington,51.53992203923658,-0.08578656327994008,Entire home/apt,135,1,8,2015-03-30,0.6,1,350
5350684,Hotel room in London Islington,27732075,Frederic,,Islington,51.53411078150969,-0.10493641295290058,Private room,100,1,0,,,1,25
4966268,1 bedroom flat Angel/Shoreditch,3612607,Natalia,,Islington,51.52902669548947,-0.09702787741496596,Entire home/apt,80,1,4,2015-04-05,3.2,1,309
3603954,Double Room in a large Townhouse,7768854,Michael,,Islington,51.56257524088358,-0.11900140013792572,Private room,30,10,0,,,1,211
5586678,Fab flat in trendy Stoke Newington,18955194,Joanne,,Islington,51.55216243185115,-0.08930846230540261,Entire home/apt,125,1,0,,,1,365
1197911,A Delightful room in Central London,6543986,Joanna,,Islington,51.53971750731123,-0.09901467348139531,Private room,50,1,120,2015-03-20,5.4,1,327
1994927,Kid friendly 2 bedrooms flat zone1,10282392,Tristan,,Islington,51.54258001021673,-0.09714725020705735,Entire home/apt,170,3,13,2014-09-04,0.8,1,187
4095373,two bedroom two bathroom apartment,21242670,Jonathan,,Islington,51.55591494211823,-0.0993867253123162,Entire home/apt,150,1,5,2014-12-15,0.8,1,176
5900816,"Sunny, modern, Islington apartment",434030,Olivia,,Islington,51.54965296401892,-0.10655594547395499,Entire home/apt,125,3,0,,,2,365
3685836,"Bright, Spacious & Comfortable ",2561777,Victor,,Islington,51.53952103406825,-0.092101179501806,Entire home/apt,90,3,2,2014-12-29,0.3,1,340
591415,Luxury 1 Bed Art Deco Apartment,2918822,Rich,,Islington,51.55419342500364,-0.1010987106749116,Entire home/apt,99,2,23,2015-03-03,0.7,1,355
3873550,Bijoux studio in central London,20011202,Joe,,Islington,51.52119842632787,-0.09767384044079895,Entire home/apt,85,2,2,2015-03-06,0.6,1,1
5743621,Flat to rent in Finsbury Park. ,29790587,Awa,,Islington,51.56443206074941,-0.10761567557439007,Entire home/apt,80,1,0,,,1,8
5522045,Cosy London Flat.,28636682,Renee,,Islington,51.53469708424891,-0.11931168870770079,Entire home/apt,106,1,0,,,1,127
2816839,Cosy 1 Bed Home Zone 2 North London,9786697,Jeff,,Islington,51.564965753290856,-0.13270511185453884,Entire home/apt,130,2,3,2014-10-25,0.3,9,289
3739392,Spacious 1 bed in Zone 1 London ,16010624,Matthew,,Islington,51.54107679496801,-0.09720893071274549,Entire home/apt,100,1,0,,,1,198
3986296,Large en-suite double bedroom,2951231,Binit,,Islington,51.55069873230813,-0.11363456255397739,Private room,65,1,1,2014-12-15,0.3,1,365
2021161,Cosy DB Room in Islington Apartment,3115512,Katherine,,Islington,51.527632876851094,-0.10367902790458734,Private room,40,3,4,2014-11-10,0.6,1,79
1591631,Private Ensuite in North London,5377592,Karenjit,,Islington,51.560275154652714,-0.12229048662950913,Private room,54,1,4,2014-07-17,0.2,1,292
3559230,Large Bright Double Room-Arsenal,11571032,Charlotte,,Islington,51.55939259095436,-0.10170343693913121,Private room,51,1,7,2015-02-23,0.9,1,365
4216023,The Caledonian Express,1886636,Tope,,Islington,51.53603125984057,-0.11529860092855553,Private room,50,1,1,2014-11-14,0.2,4,364
3770241,Room to Rent,13687612,Richard,,Wandsworth,51.4459673494425,-0.154522464861782,Private room,50,1,0,,,1,221
3017811,Stylish LOFT in Clerkenwell        ,3796156,Cristina,,Islington,51.52211336753257,-0.10612862385281112,Entire home/apt,175,2,3,2014-09-15,0.3,1,365
4456570,Islington Victorian house by tube,23125219,Andy,,Islington,51.546502257574154,-0.11676782269266564,Entire home/apt,130,7,0,,,1,87
527249,Reasonably priced in central London,2590852,Kj,,Islington,51.52783626087006,-0.10681639158539913,Entire home/apt,500,1,0,,,1,365
3199992,Beautiful Room & Healthy Breakfast,15376203,Gypsy,,Islington,51.52430702188542,-0.09882157812615697,Private room,85,2,20,2014-12-10,2.1,4,365
3847888,Spacious Angel apartment,6072440,Zoe,,Islington,51.53630967158034,-0.10157622535648067,Private room,101,5,0,,,1,365
437574,"Double Room/twin, green butterflies",2173932,Sinead,,Islington,51.564933656526456,-0.13402761351811496,Private room,55,2,12,2015-02-16,0.6,4,349
4304204,Central London Cosy 1 BR,15351802,Jasmine,,Islington,51.55146299853135,-0.13024514408271534,Entire home/apt,58,2,21,2015-02-28,3.6,1,34
3911210,Chic & Comfy Double -Kings Cross ,20258777,Arabella,,Islington,51.5431692603114,-0.11430620981715116,Private room,55,1,32,2015-03-30,4.9,2,354
4472681,Charming Islington flat,17468574,Isabel,,Islington,51.54328151726302,-0.08945719932951322,Entire home/apt,85,2,4,2015-03-11,1.2,2,191
4859734,TOP AREA! Clean & Cosy Room up to 4,6422632,Friedrich,,Islington,51.53311429469788,-0.11946368721878979,Private room,78,2,4,2015-02-17,1.3,4,285
496869,Superkingsize bed in quiet house,2453720,Francesca,,Islington,51.55964438711502,-0.09962002331255518,Private room,59,3,36,2015-03-23,1.9,1,205
183336,QUEEN VICTORIA CONSCIOUS RETREAT 1,879089,Sandra,,Brent,51.53515358885771,-0.20267262419289986,Private room,55,1,90,2014-10-06,2.1,1,363
794029,Large room in spacious central flat,4130367,Dani,,Islington,51.54916311393718,-0.12331891656971766,Private room,40,6,3,2013-10-28,0.1,1,114
4974281,2 bedrooms in gorgeous house,3279750,John,,Islington,51.56011370713414,-0.11315986129126832,Entire home/apt,100,1,0,,,2,364
607704,Comfy double  Holloway  London N19,3011101,Henry,,Islington,51.56769222581399,-0.12103379184805964,Private room,40,1,11,2014-11-10,0.4,1,355
